Species	baseMean	log2FoldChange
Enterocloster_clostridioformis	2.304782348	-2.005878641
Enterocloster_clostridioformis	4.206246775	0.860002556
Enterocloster_clostridioformis	7.002247322	0.331246691
Enterocloster_clostridioformis	48.75277747	0.510344967
Enterocloster_clostridioformis	1.104868341	3.346489878
Schaedlerella_arabinosiphila	0.416762318	-1.333769766
Enterocloster_clostridioformis	1.421290627	2.268884034
Ligilactobacillus_murinus	49.46174532	2.412512384
Anaerostipes_faecis	0.1825282	1.119611131
Enterocloster_clostridioformis	4.276953894	0.276494135
Anaerostipes_caccae	4.859227695	-0.250957191
Enterocloster_clostridioformis	14.17972247	0.561813488
Providencia_rettgeri	1.175683001	1.182200349
Schaedlerella_arabinosiphila	0.19470953	-1.502182173
Blautia_pseudococcoides	6.328432721	-0.36618208
Extibacter_muris	1.287048869	-3.466171287
Dysosmobacter_welbionis	0.374107693	-2.180631935
Enterocloster_bolteae	0.95637111	-0.69887229
Schaedlerella_arabinosiphila	2.051903311	-3.655163935
Blautia_pseudococcoides	4.936592241	0.657056473
Enterocloster_clostridioformis	14.64177331	-1.304606643
Enterocloster_clostridioformis	1.840967676	1.156061198
Enterocloster_clostridioformis	1.352465018	-0.321540305
Anaerostipes_caccae	0.266910121	0.780294029
Dorea_sp52	2.421835501	-2.384474065
Extibacter_muris	0.766948882	-2.688635199
Anaerotruncus_spG3	9.170118603	-2.48305844
Extibacter_muris	2.263907214	-4.320338662
Lactococcus_lactis	0.80821485	0.64013463
Enterocloster_clostridioformis	0.550984566	-2.695283819
Enterocloster_lavalensis	5.230547019	0.869146944
Guopingia_tenuis	0.364828904	0.596935462
Coprobacillus_cateniformis	260.9127858	-1.783577925
Enterocloster_clostridioformis	1.884929372	0.891804394
Enterocloster_bolteae	1.008701551	1.887002797
Schaedlerella_arabinosiphila	0.492520067	-1.597952393
Anaerostipes_faecis	0.325531677	1.378845095
Anaerostipes_caccae	1.222596079	1.858495908
Dysosmobacter_welbionis	1.805180274	-4.392885472
Providencia_rettgeri	0.388926434	-0.356124224
Enterocloster_clostridioformis	24.59201714	0.711528176
Dorea_sp52	17.81076639	-2.639813815
Clostridium_scindens	0.432083417	1.475263786
Schaedlerella_arabinosiphila	0.694478554	-1.679851717
Acutalibacter_muris	3188.540868	2.102637914
Enterocloster_clostridioformis	8.991389429	-0.942961745
Extibacter_muris	0.838321746	-3.319338724
Extibacter_muris	0.54545392	-2.016768686
Clostridium_scindens	13.17677344	1.280091478
Enterocloster_aldenensis	30.13446134	-0.932831951
Enterocloster_bolteae	12.98560041	-0.157499466
Clostridioides_difficile	3.668735405	0.52091207
Dysosmobacter_welbionis	0.816428594	-3.243316663
Enterocloster_aldenensis	35.8216308	-0.996454527
Enterocloster_clostridioformis	0.399458	1.710064711
Enterocloster_aldenensis	25.68592939	-0.950505019
Enterocloster_clostridioformis	1.226481466	-1.473919554
Anaerostipes_caccae	0.251448073	1.525151396
Schaedlerella_arabinosiphila	2.361223809	-0.018252925
Enterocloster_clostridioformis	1.400433454	-0.487556441
Enterocloster_aldenensis	100.2062793	-0.963335821
Enterocloster_clostridioformis	5.849906392	0.947984716
Enterocloster_clostridioformis	7.342332252	-1.293197482
Dorea_sp52	10.70486764	0.787452714
Enterocloster_clostridioformis	8.145470891	-0.525888877
Extibacter_muris	4.847340144	-4.559256554
Dorea_sp52	77.99856479	-25.04794749
Extibacter_muris	0.702941785	-3.0561041
Acutalibacter_muris	461.3703234	-11.97765798
Enterocloster_clostridioformis	27.50551967	-0.126613763
Enterocloster_clostridioformis	1.710050346	-1.44104909
Blautia_pseudococcoides	0.198339808	-0.841442835
Enterocloster_clostridioformis	28.70815143	-0.979432478
Erysipelatoclostridium_innocuum	3743.980366	2.110401295
Schaedlerella_arabinosiphila	9.518459223	-2.768170989
Coprobacillus_cateniformis	9.452983973	-1.780547057
Coprobacillus_cateniformis	149.3985538	-1.893446742
Anaerotruncus_spG3	79.02651146	0.067707225
Dorea_sp52	0.343175403	1.474081087
Enterocloster_bolteae	0.275824023	-0.385083434
Acutalibacter_muris	2.673680884	-0.053017457
Enterocloster_clostridioformis	1.694320184	0.542278271
Lactococcus_lactis	0.302758578	-0.315249875
Enterocloster_clostridioformis	38.18758798	-0.99841972
Acutalibacter_muris	0.791177649	-0.636471538
Lactococcus_lactis	0.696509698	0.462447888
Enterocloster_clostridioformis	9.22310608	0.372465826
Dysosmobacter_welbionis	0.693120036	-3.014891133
Dysosmobacter_welbionis	0.484298391	-2.524451816
Anaerostipes_faecis	0.662812134	1.195270168
Anaerostipes_faecis	0.250063082	0.658345826
Lactococcus_lactis	0.455121546	0.539726795
Extibacter_muris	0.2871882	-1.92916073
Providencia_rettgeri	0.555807257	2.220982809
Enterocloster_clostridioformis	0.226186315	1.379513496
Lactococcus_lactis	0.268373214	-1.14136761
Flavonifractor_plautii	735.3218565	-0.313800409
Blautia_pseudococcoides	4.930805468	-0.874516534
Dysosmobacter_welbionis	0.886343286	-3.368500007
Dorea_sp52	14.24034068	-0.392007468
Dysosmobacter_welbionis	0.429982096	-2.343743053
Dysosmobacter_welbionis	1.24967028	-3.858063031
Clostridium_scindens	17.69227072	0.956875203
Enterocloster_clostridioformis	10.45398537	-0.123754192
Blautia_pseudococcoides	279.7085354	-0.280279617
Blautia_pseudococcoides	280.9933463	-0.418875731
Providencia_rettgeri	0.607906142	2.902247071
Extibacter_muris	1.356777781	-4.006520735
Anaerostipes_faecis	0.512004365	2.189146953
Enterocloster_clostridioformis	0.220790711	1.142274188
Dysosmobacter_welbionis	0.403341806	-2.264701341
Providencia_rettgeri	0.700483526	2.217270066
Dorea_sp52	6.057156022	-3.614866123
Providencia_rettgeri	0.711090629	1.629557588
Anaerostipes_faecis	0.255676255	-0.369985836
Clostridioides_difficile	3.492479864	-0.162083891
Guopingia_tenuis	0.834714528	-0.326702898
Enterocloster_clostridioformis	6.528314505	0.919433097
Lactococcus_lactis	0.185145273	1.14374247
Anaerotruncus_spG3	14.21832169	-0.406836859
Enterocloster_clostridioformis	2.16257048	-2.848988129
Ligilactobacillus_murinus	14.46078969	2.221680656
Enterocloster_clostridioformis	4.399745975	0.004843814
Dysosmobacter_welbionis	0.346949545	-2.053191759
Enterocloster_clostridioformis	8.374863133	0.586698201
Lactococcus_lactis	0.201357583	-0.833635035
Guopingia_tenuis	0.409435674	0.560352261
Providencia_rettgeri	0.470806883	2.089948675
Enterocloster_clostridioformis	13.94842425	-0.333609623
Dorea_sp52	1.400980035	3.334832965
Hominisplanchenecus_murintestinalis	0.183291646	0.966111592
Schaedlerella_arabinosiphila	14.67716395	-2.699421146
Dorea_sp52	0.861605961	-3.3308253
Enterocloster_clostridioformis	31.88915034	0.39199721
Clostridium_scindens	10.72274832	0.556072519
Lactococcus_lactis	0.517316745	0.204986311
Guopingia_tenuis	0.358581955	-1.631880161
Guopingia_tenuis	1.03378345	-0.756425914
Providencia_rettgeri	0.998260346	3.237617205
Anaerotruncus_spG3	54.17749241	0.709361027
Clostridium_scindens	3.379953076	1.392236225
Erysipelatoclostridium_innocuum	8.008066843	3.741416439
Lactococcus_lactis	0.179115648	0.556661422
Clostridioides_difficile	25.78110518	-0.724553837
Coprobacillus_cateniformis	6.961476524	-1.880277789
Lactococcus_lactis	0.183530725	-1.28370698
Schaedlerella_arabinosiphila	5.020719259	-0.583993948
Lactococcus_lactis	0.157266442	0.966363863
Lactococcus_lactis	0.19801138	0.659128963
Schaedlerella_arabinosiphila	3.265332311	-2.490827312
Enterocloster_clostridioformis	0.508473298	-0.876717751
Guopingia_tenuis	0.429270207	0.487476267
Extibacter_muris	0.493676194	-2.579680566
Enterocloster_clostridioformis	28.45625513	-1.154938361
Enterocloster_clostridioformis	31.85592084	0.602470958
Providencia_rettgeri	1.240335005	2.221374237
Lactococcus_lactis	0.347234288	-0.397635694
Enterocloster_clostridioformis	25.44075659	-1.348165234
Hominisplanchenecus_murintestinalis	0.256273842	-1.638927032
Anaerostipes_faecis	0.310930256	-1.205346051
Clostridium_scindens	4.705289614	0.852305709
Enterocloster_clostridioformis	16.64536249	-0.872487137
Blautia_pseudococcoides	0.323048015	0.331476355
Blautia_pseudococcoides	2.539949629	-0.872531551
Blautia_pseudococcoides	48.00309701	-0.226429722
Enterocloster_clostridioformis	7.081174438	-0.235272477
Enterocloster_clostridioformis	4.797871767	-0.561439237
Enterocloster_aldenensis	0.622251732	-0.50525577
Extibacter_muris	0.887202584	-3.42695205
Schaedlerella_arabinosiphila	2.783428788	0.615724194
Clostridium_scindens	14.23066779	0.961141535
Enterocloster_clostridioformis	61.42488719	0.365014775
Anaerotruncus_spG3	303.6262973	0.820137946
Dorea_sp52	44.50346025	-3.822363147
Anaerotruncus_spG3	12.35869942	0.600472666
Enterocloster_clostridioformis	25.05882693	-0.512245249
Acetatifactor_aquisgranensis	0.536896775	-2.633185024
Enterocloster_clostridioformis	118.8304401	-0.922126383
Anaerotruncus_spG3	15.69168871	0.979506188
Lactococcus_lactis	0.154711148	-1.24637882
Extibacter_muris	0.296846854	-1.386852501
Enterocloster_clostridioformis	127.668535	0.158765943
Enterocloster_clostridioformis	3.385383883	-0.643789748
Schaedlerella_arabinosiphila	44.9703892	-3.170526474
Clostridioides_difficile	212.2626403	-1.086744666
Extibacter_muris	0.509174309	-2.146226333
Acutalibacter_muris	8.067137161	0.489266304
Extibacter_muris	1.01859787	-3.08670376
Dysosmobacter_welbionis	0.291854196	-1.733568301
Acetatifactor_aquisgranensis	12.12841176	-7.139641136
Enterococcus_faecium	0.674658237	3.030602476
Schaedlerella_arabinosiphila	4.435624936	-3.016085796
Blautia_pseudococcoides	0.71803063	0.822712603
Enterocloster_clostridioformis	8.764607858	0.58474404
Schaedlerella_arabinosiphila	34.54783479	-3.417551744
Anaerotruncus_spG3	2.097910375	1.104809582
Schaedlerella_arabinosiphila	4.019227687	0.77660551
Enterocloster_clostridioformis	31.64600239	-0.926666365
Enterocloster_clostridioformis	21.64792851	0.382125936
Schaedlerella_arabinosiphila	25.88836353	-3.007400762
Enterocloster_clostridioformis	0.856568936	-2.320139846
Enterocloster_clostridioformis	1.38752335	1.733086094
Guopingia_tenuis	0.339812808	-0.262509053
Lactococcus_lactis	0.225661915	0.928308885
Anaerotruncus_spG3	0.638077552	-2.909830841
Extibacter_muris	0.592438998	-2.253369343
Clostridioides_difficile	2.839973965	-0.505871578
Schaedlerella_arabinosiphila	9.564636589	-3.362813601
Clostridioides_difficile	6.69808772	-0.89551481
Lactococcus_lactis	0.282769736	-0.400802635
Coprobacillus_cateniformis	2.517254468	-1.545616366
Enterocloster_clostridioformis	8.55812518	-1.545640386
Enterocloster_clostridioformis	6.081188143	0.435411768
Dysosmobacter_welbionis	0.512235593	-2.591033559
Schaedlerella_arabinosiphila	0.645275596	-2.383839965
Enterocloster_clostridioformis	22.26820217	-1.126206471
Enterocloster_clostridioformis	4.765362164	-1.183572455
Providencia_rettgeri	0.509810502	1.06783554
Lactococcus_lactis	0.309811057	-0.685917355
Clostridioides_difficile	7.018698465	-1.035281584
Enterocloster_clostridioformis	22.27542455	1.032616648
Enterocloster_bolteae	0.256886949	-0.367949355
Schaedlerella_arabinosiphila	2.281368111	-3.15194337
Enterocloster_clostridioformis	7.533139356	-0.600038446
Schaedlerella_arabinosiphila	16.92781175	-2.281783842
Anaerostipes_faecis	0.602577352	0.827529332
Extibacter_muris	0.164214875	-1.244096331
Dysosmobacter_welbionis	0.362547941	-2.117816336
Dysosmobacter_welbionis	1.389499663	-4.016829309
Flavonifractor_plautii	74.86449506	-0.140809619
Extibacter_muris	0.642292673	-2.940234627
Enterocloster_aldenensis	153.0170351	-0.9246597
Acetatifactor_aquisgranensis	0.383844323	1.654909439
Clostridium_scindens	32.00713154	1.265535936
Enterocloster_clostridioformis	1.162172226	1.337859433
Enterocloster_clostridioformis	1.474807653	-0.898040733
Extibacter_muris	1.029948795	-3.086395553
Guopingia_tenuis	0.463888947	0.831689571
Enterocloster_clostridioformis	11.21352445	0.896400223
Lactococcus_lactis	0.811654484	0.402489676
Enterocloster_bolteae	0.400739888	-0.286342986
Schaedlerella_arabinosiphila	60.83343513	-3.3319796
Ligilactobacillus_murinus	13.8143878	1.35258939
Enterocloster_clostridioformis	7.441532014	0.83771448
Blautia_pseudococcoides	3.352705947	0.219550284
Anaerotruncus_spG3	376.5078178	0.816134513
Extibacter_muris	0.452848933	-2.362009338
Erysipelatoclostridium_innocuum	555.4701925	0.532557113
Schaedlerella_arabinosiphila	0.317763258	1.92815178
Clostridioides_difficile	24.6746294	-0.846700049
Coprobacillus_cateniformis	10.53816169	-2.048218476
Anaerostipes_faecis	0.239172346	0.782261765
Enterocloster_clostridioformis	57.63284967	-1.040716629
Enterocloster_clostridioformis	61.40196856	0.436491433
Dysosmobacter_welbionis	0.55577119	-2.689716479
Acutalibacter_muris	78.00913906	0.877647932
Anaerotruncus_spG3	205.950085	0.74978622
Schaedlerella_arabinosiphila	0.366965969	-2.149625202
Enterocloster_clostridioformis	8.099079533	0.893061785
Enterocloster_clostridioformis	2.400330057	0.560194044
Enterocloster_clostridioformis	1.758985509	-2.675343081
Enterocloster_bolteae	139.5452054	1.278898918
Providencia_rettgeri	1.131968754	2.110251652
Dysosmobacter_welbionis	0.859185138	-3.319838726
Extibacter_muris	0.342075815	-2.098755457
Guopingia_tenuis	0.647047959	-0.689202716
Dysosmobacter_welbionis	0.512235593	-2.591033559
Enterocloster_clostridioformis	3.821895572	0.509242627
Enterocloster_clostridioformis	14.10467051	-0.97326409
Guopingia_tenuis	0.359535289	0.4415926
Schaedlerella_arabinosiphila	31.79214794	-3.173999673
Acutalibacter_muris	1675.150194	0.214309274
Erysipelatoclostridium_innocuum	66.74930125	0.405265378
Enterocloster_clostridioformis	6.061359159	0.449916856
Schaedlerella_arabinosiphila	5.302796842	-3.439247767
Schaedlerella_arabinosiphila	0.824024945	2.704960609
Enterocloster_clostridioformis	1.471649136	0.829302739
Enterocloster_bolteae	34.81703575	-0.101813851
Enterocloster_clostridioformis	13.936851	1.179909274
Enterocloster_clostridioformis	7.63630389	-1.055690578
Dysosmobacter_welbionis	0.319012344	-1.968478322
Enterocloster_clostridioformis	27.08454723	-0.182809679
Enterocloster_clostridioformis	133.7336183	0.041724326
Enterocloster_clostridioformis	16.5961177	0.298445962
Guopingia_tenuis	1.199457047	0.394447875
Clostridioides_difficile	10.92301703	-0.610898002
Enterocloster_clostridioformis	9.996499035	-0.920175073
Guopingia_tenuis	0.390291111	0.501186079
Enterocloster_clostridioformis	62.81866129	0.71795982
Guopingia_tenuis	0.581605569	-2.801619828
Enterocloster_clostridioformis	4.105141038	-0.89430511
Flavonifractor_plautii	0.399475074	0.399046714
Enterocloster_bolteae	0.754377973	0.587443316
Delftia_lacustris	0.154711148	-1.24637882
Extibacter_muris	0.521889085	-2.645202255
Enterocloster_bolteae	1.667907695	-2.754254771
Enterocloster_clostridioformis	1.988122416	-0.245023545
Enterocloster_clostridioformis	1.68308839	-1.181613366
Ligilactobacillus_murinus	172.7542356	2.503144379
Extibacter_muris	0.211667072	-1.524453236
Dysosmobacter_welbionis	0.889602876	-3.373975401
Blautia_pseudococcoides	50.94027758	-0.396162861
Blautia_pseudococcoides	0.365963477	0.996055506
Anaerotruncus_spG3	156.4714942	0.230692098
Guopingia_tenuis	0.149117907	-1.23713813
Enterocloster_clostridioformis	4.249255704	0.563540248
Erysipelatoclostridium_innocuum	655.3953889	0.437068465
Providencia_rettgeri	0.925580233	2.041797391
Extibacter_muris	1.547584608	-3.735571327
Dysosmobacter_welbionis	0.554992136	-2.702332008
Erysipelatoclostridium_innocuum	2.080885697	1.344108958
Lactococcus_lactis	0.218878439	0.658856711
Enterocloster_clostridioformis	40.75836244	0.067061596
Enterocloster_clostridioformis	139.7636698	-0.957574646
Enterocloster_lavalensis	6.379848719	1.222424055
Extibacter_muris	0.556259792	-2.733351844
Providencia_rettgeri	0.341606182	-2.062779234
Clostridioides_difficile	11.52598479	-0.803085471
Enterocloster_clostridioformis	25.60400673	-0.71331408
Enterocloster_clostridioformis	0.664670903	-1.868292025
Enterocloster_clostridioformis	0.365017898	0.604447453
Enterocloster_clostridioformis	17.04964131	-1.052783557
Coprobacillus_cateniformis	16.12252125	-1.798516044
Dysosmobacter_welbionis	0.374886747	-2.155428221
Enterocloster_clostridioformis	0.233784196	-1.043282965
Guopingia_tenuis	0.517729248	-1.220514328
Extibacter_muris	1.38899994	-4.058621228
Intestinimonas_butyriciproducens	32.64419615	1.144696715
Enterocloster_clostridioformis	22.83095987	0.552765669
Enterocloster_clostridioformis	1.789780631	-0.492293261
Schaedlerella_arabinosiphila	23.91770703	-3.186880833
Delftia_lacustris	0.494535592	0.418901796
Enterocloster_clostridioformis	3.83958119	-1.005847498
Blautia_pseudococcoides	0.113917789	0.872410449
Erysipelatoclostridium_innocuum	5.605675358	0.618663906
Guopingia_tenuis	0.402047537	-0.558912093
Providencia_rettgeri	1.126338085	3.382836299
Dysosmobacter_welbionis	0.918319131	-3.411011222
Delftia_lacustris	0.201661917	-1.532408431
Anaerostipes_faecis	0.343874891	0.224035544
Lactococcus_lactis	0.323700702	-1.356402718
Enterocloster_clostridioformis	14.45428698	-0.074454609
Lactococcus_lactis	0.321737964	-1.15724136
Enterocloster_clostridioformis	0.612430659	-0.723406602
Extibacter_muris	0.492697456	-2.600934372
Blautia_pseudococcoides	4.986905264	-0.712290618
Enterocloster_clostridioformis	37.46530986	2.651248447
Blautia_pseudococcoides	1.936666332	-0.214554938
Enterocloster_clostridioformis	108.6423181	0.527887187
Enterocloster_clostridioformis	2.912628324	0.902566898
Schaedlerella_arabinosiphila	0.23537574	-1.254959095
Extibacter_muris	0.133485078	-1.212416087
Lactococcus_lactis	0.571812188	-1.412032766
Enterocloster_clostridioformis	0.692092433	-1.089439568
Enterocloster_clostridioformis	0.439366226	0.430983403
Clostridium_scindens	0.190674489	1.394820777
Ligilactobacillus_murinus	0.220790711	1.142274188
Erysipelatoclostridium_innocuum	0.837508251	-2.84083694
Anaerostipes_caccae	0.322160053	-1.921872045
Hominisplanchenecus_murintestinalis	1.067749024	2.315543213
Enterocloster_clostridioformis	8.206784877	2.553209518
Dorea_sp52	2.141026933	0.244426676
Hominisplanchenecus_murintestinalis	1.814589912	1.921123798
Dysosmobacter_welbionis	0.527833989	-2.627441421
Erysipelatoclostridium_innocuum	0.578016004	-2.776968869
Dysosmobacter_welbionis	0.291854196	-1.733568301
Blautia_pseudococcoides	1.043207558	0.595936033
Extibacter_muris	0.514867831	-2.616663322
Dysosmobacter_welbionis	0.374107693	-2.180631935
Clostridium_scindens	1.513408288	0.170481784
Dysosmobacter_welbionis	0.670000533	-2.949301818
Extibacter_muris	1.042149002	-3.119333664
Clostridium_scindens	11.94315301	1.041259762
Enterocloster_clostridioformis	9.375760764	3.277681578
Enterocloster_clostridioformis	7.695647171	0.865862176
Enterocloster_clostridioformis	6.101886286	-1.181426361
Extibacter_muris	1.822810937	-1.8684542
Anaerostipes_faecis	0.322141818	1.182362307
Extibacter_muris	1.133090077	-3.767203383
Anaerostipes_faecis	0.276148245	0.92892365
Extibacter_muris	0.958025281	-3.034639972
Extibacter_muris	1.174889952	-3.307255763
Clostridium_scindens	1.234293008	0.031823448
Enterocloster_clostridioformis	8.945250023	-1.959140742
Lactococcus_lactis	0.487230171	0.678897828
Blautia_pseudococcoides	13.20173411	0.132666788
Enterocloster_clostridioformis	14.38209171	-0.865609523
Enterocloster_clostridioformis	1.681257843	-0.424865579
Clostridioides_difficile	108.4317943	-1.012055597
Lactococcus_lactis	2.193213002	0.661781217
Extibacter_muris	0.407885481	-2.329364372
Enterocloster_aldenensis	0.481794905	-1.379780286
Enterocloster_clostridioformis	2.588002569	-1.617128994
Enterocloster_clostridioformis	2.434977183	0.272142813
Lactococcus_lactis	0.436326819	1.454693479
Enterocloster_clostridioformis	1.172965963	0.110999903
Enterocloster_clostridioformis	0.190540878	1.370493264
Intestinimonas_butyriciproducens	224.7441084	0.839638957
Extibacter_muris	1.220015009	-3.406051725
Extibacter_muris	0.291035539	-1.920610787
Enterocloster_clostridioformis	10.67268283	0.172345697
Enterocloster_clostridioformis	0.308615454	-0.621215029
Extibacter_muris	0.694572254	-3.06632577
Anaerostipes_faecis	0.2569791	1.222901532
Schaedlerella_arabinosiphila	13.19040878	-2.789886618
Lactococcus_lactis	0.277293002	-0.397051511
Enterocloster_clostridioformis	24.1797335	-0.033069099
Anaerostipes_faecis	0.22096382	-0.803072315
Erysipelatoclostridium_innocuum	158.0052354	0.437125243
Blautia_wexlerae	2.897383374	2.029761949
Blautia_pseudococcoides	62.49485324	-0.603792504
Enterocloster_aldenensis	5.04175966	-0.760437664
Extibacter_muris	1.365780891	-3.584190318
Enterocloster_clostridioformis	20.2108191	-0.974254859
Intestinimonas_butyriciproducens	5.986737846	2.473649453
Enterocloster_clostridioformis	3.669956854	-1.353763929
Dysosmobacter_welbionis	0.582929338	-2.762156821
Enterocloster_clostridioformis	13.49054452	0.570169129
Extibacter_muris	1.853830331	-4.46364558
Enterocloster_clostridioformis	0.249001217	0.91725982
Blautia_pseudococcoides	0.144547304	1.117118758
Guopingia_tenuis	0.36909631	-0.800044483
Blautia_pseudococcoides	109.7031572	-0.308526888
Clostridium_scindens	1.895747869	0.591285052
Enterocloster_clostridioformis	0.667995319	2.479970494
Anaerostipes_faecis	0.308525446	0.479976009
Schaedlerella_arabinosiphila	71.51357108	-3.220576929
Anaerostipes_faecis	0.53906077	2.227130622
Anaerostipes_faecis	0.542384065	1.471164694
Enterocloster_clostridioformis	49.77941897	1.780451143
Providencia_rettgeri	0.950243675	2.249307671
Dorea_sp52	0.157370065	0.873123835
Enterocloster_aldenensis	0.523551494	-1.637644335
Enterocloster_clostridioformis	2.195713259	-0.954301929
Enterocloster_clostridioformis	5.553092748	0.495876108
Enterocloster_bolteae	2.78700398	0.453894269
Guopingia_tenuis	0.759031488	-0.242538937
Blautia_pseudococcoides	2.372256249	0.205739008
Blautia_pseudococcoides	0.35197541	0.721725031
Extibacter_muris	0.371542969	-0.819548005
Enterocloster_clostridioformis	13.30265642	-0.633053054
Dysosmobacter_welbionis	1.232513777	-3.845351931
Erysipelatoclostridium_innocuum	13.6151132	-1.19680754
Lactococcus_lactis	0.362414329	0.300207117
Extibacter_muris	0.76616209	-2.6995907
Anaerotruncus_spG3	0.208224269	0.338869802
Anaerostipes_faecis	0.925917067	1.355723487
Dysosmobacter_welbionis	0.485077445	-2.508556852
Extibacter_muris	0.357916378	-2.183779744
Enterocloster_clostridioformis	52.35139256	0.513607834
Enterocloster_clostridioformis	59.58623855	0.367590741
Extibacter_muris	2.332285158	-4.349011442
Guopingia_tenuis	1.497422979	-0.588338552
Acetatifactor_aquisgranensis	2.855104201	-2.000284971
Anaerostipes_faecis	0.324069098	1.244662593
Providencia_rettgeri	0.264986388	1.081322481
Extibacter_muris	0.896763762	-2.91837659
Lactococcus_lactis	0.289227831	-0.866058598
Dysosmobacter_welbionis	1.178197481	-3.776513877
Lactococcus_lactis	0.13983937	0.966574568
Extibacter_muris	1.922711494	-4.043739131
Dysosmobacter_welbionis	1.119842542	-3.702517022
Guopingia_tenuis	0.403801077	-1.146424931
Guopingia_tenuis	0.577933862	-0.096840745
Guopingia_tenuis	0.398421436	-0.229222664
Anaerostipes_faecis	0.763864953	0.683411652
Extibacter_muris	0.928974275	-3.469953921
Extibacter_muris	0.511619501	-2.649211594
Erysipelatoclostridium_innocuum	154.6485951	0.379905329
Extibacter_muris	0.52312839	-2.672416096
Delftia_lacustris	0.263831377	1.721295896
Enterococcus_faecalis	0.429764029	2.403239469
Enterocloster_clostridioformis	7.330209716	0.530289376
Extibacter_muris	1.049744577	-3.221104624
Extibacter_muris	0.353826872	-2.170817772
Guopingia_tenuis	1.158939784	0.478164116
Dysosmobacter_welbionis	0.402044894	-2.264041347
Enterococcus_faecalis	0.429026475	1.779361827
Enterocloster_clostridioformis	58.69652216	-1.009902486
Providencia_rettgeri	0.465571492	-0.387961623
Enterocloster_clostridioformis	7.811001092	0.672542068
Acetatifactor_aquisgranensis	1.611904375	2.267745857
Guopingia_tenuis	0.346410811	-0.269154521
Guopingia_tenuis	1.051829662	0.965892234
Extibacter_muris	0.397845894	-2.322652339
Schaedlerella_arabinosiphila	0.447185584	-1.209299948
Dysosmobacter_welbionis	0.263916994	-1.694896596
Enterocloster_clostridioformis	7.251124063	-0.024894067
Enterocloster_bolteae	0.700564149	-1.15436716
Enterocloster_clostridioformis	0.400985326	0.324215817
Clostridioides_difficile	109.772907	-0.782151482
Anaerostipes_faecis	0.185306731	1.342539912
Extibacter_muris	0.488757683	-2.564085987
Anaerostipes_faecis	0.256599418	0.781969899
Enterocloster_clostridioformis	9.284899755	-0.955103217
Extibacter_muris	0.276975311	-1.887474782
Clostridium_scindens	0.697357391	2.094159819
Enterocloster_clostridioformis	151.6818297	-0.37563761
Extibacter_muris	0.485290358	-2.543840795
Guopingia_tenuis	0.625382444	-1.129645213
Dysosmobacter_welbionis	1.012911434	-3.556080623
Enterocloster_clostridioformis	0.373970667	-0.030509108
Ligilactobacillus_murinus	158.1574296	1.553772406
Enterocloster_clostridioformis	37.89037775	-0.147780219
Dorea_sp52	1.865066803	0.687762505
Dorea_sp52	7.041877321	-3.143804714
Dorea_sp52	109.7439296	-0.077723624
Enterocloster_clostridioformis	5.243772383	-0.630551958
Blautia_pseudococcoides	0.455778809	0.882891108
Dorea_sp52	7.791611716	-0.021734872
Enterocloster_clostridioformis	0.586257341	-1.833400072
Enterocloster_clostridioformis	10.67060334	1.214685123
Enterocloster_clostridioformis	7.553588245	-1.049380868
Enterocloster_clostridioformis	0.339310942	-0.391230214
Guopingia_tenuis	0.448370485	0.501481529
Guopingia_tenuis	0.543338406	1.376662226
Enterocloster_clostridioformis	0.422234843	-0.720333399
Blautia_pseudococcoides	10.41891633	-0.455363366
Enterocloster_bolteae	7.521021821	-0.844880138
Lactococcus_lactis	0.759230921	0.072204146
Extibacter_muris	2.141465771	-3.223475608
Blautia_pseudococcoides	169.2045122	-0.282952823
Schaedlerella_arabinosiphila	21.85795798	-2.775551589
Schaedlerella_arabinosiphila	0.456189857	-2.43583512
Enterocloster_clostridioformis	40.9644	0.085802604
Extibacter_muris	0.832158696	-2.74974817
Ligilactobacillus_murinus	58.27349463	2.582770801
Enterocloster_clostridioformis	15.49764877	0.254679883
Guopingia_tenuis	0.511720378	-1.038866059
Extibacter_muris	1.5602234	-3.75701635
Ligilactobacillus_murinus	225.014301	2.555434038
Ligilactobacillus_murinus	14.70273242	2.583021342
Ligilactobacillus_murinus	12.79799459	1.73406947
Ligilactobacillus_murinus	18.31413589	2.468011928
Flavonifractor_plautii	0.480745861	0.200996802
Anaerostipes_faecis	0.300795095	0.739038752
Dysosmobacter_welbionis	27.03875626	-1.146082919
Enterocloster_clostridioformis	4.764246859	0.385181762
Enterococcus_faecalis	0.429764029	2.403239469
Enterocloster_lavalensis	768.4410879	1.339156355
Dorea_sp52	19.14931299	0.160136031
Enterocloster_clostridioformis	31.03580127	0.577417734
Enterocloster_clostridioformis	2.599035535	-1.667060464
Enterocloster_clostridioformis	0.372067315	1.612589922
Guopingia_tenuis	0.331782764	0.138403292
Anaerotruncus_spG3	570.4047014	0.712331683
Dysosmobacter_welbionis	0.611645593	-2.813141934
Enterocloster_clostridioformis	42.26986792	-1.341383348
Intestinimonas_butyriciproducens	10.26705125	3.43099763
Acutalibacter_muris	2.936282296	2.272703801
Dysosmobacter_welbionis	0.612215909	-2.822637195
Acutalibacter_muris	83.70841208	0.434370972
Dysosmobacter_welbionis	110.6562121	-0.533536183
Schaedlerella_arabinosiphila	0.536885151	-2.150472683
Dorea_sp52	2.28754428	-0.929166923
