Species	baseMean	log2FoldChange
Blautia_pseudococcoides	69.1158675	-0.747339016
Enterocloster_clostridioformis	0.412977351	0.250434745
Anaerotruncus_spG3	3.721514302	0.794569863
Clostridium_spMD294	7.006468913	0.518402105
Escherichia_coli	0.456603859	1.617308013
Schaedlerella_arabinosiphila	1.509195132	0.672862197
Clostridium_scindens	0.106316025	0.734772452
Anaerotruncus_spG3	4.091584554	0.791850546
Clostridioides_difficile	9.028586198	-0.057994457
Dorea_sp52	0.287911047	0.696247973
Enterocloster_clostridioformis	20.1928384	-0.403053829
Clostridium_scindens	0.218835812	-1.8043136
Acutalibacter_muris	5.152859825	4.452856711
Anaerotruncus_spG3	12.71731317	0.390595371
Enterocloster_clostridioformis	38.77676636	-0.328406477
Enterocloster_clostridioformis	11.70734361	0.068782323
Clostridium_scindens	0.373488189	1.743736702
Schaedlerella_arabinosiphila	8.96925264	0.755226759
Anaerotruncus_spG3	55.21313169	0.221268318
Clostridioides_difficile	2.288562717	0.136156034
Enterocloster_clostridioformis	2.524715446	-0.028610755
Enterocloster_clostridioformis	7.731413889	0.030735853
Acutalibacter_muris	3.469502516	-0.461002301
Enterocloster_clostridioformis	21.63503498	-0.327030445
Blautia_pseudococcoides	13.30747312	-0.65704659
Dorea_sp52	0.920812638	0.213216262
Anaerotruncus_spG3	4.035845412	0.266393647
Clostridium_scindens	0.563835499	-0.008027348
Clostridioides_difficile	2.968013576	0.377792113
Lactococcus_lactis	0.136752837	0.555748937
Enterocloster_clostridioformis	14.15474292	0.281225258
Enterocloster_clostridioformis	39.5080879	-0.227870385
Anaerotruncus_spG3	0.519641745	1.270930636
Dysosmobacter_welbionis	0.201694727	-1.870163406
Enterocloster_aldenensis	7.443056091	0.776816311
Dysosmobacter_welbionis	0.325931564	-2.412491439
Enterocloster_clostridioformis	1.245606177	-0.397129811
Dysosmobacter_welbionis	0.25838403	-2.158334223
Enterocloster_clostridioformis	1.139015332	0.928935741
Schaedlerella_arabinosiphila	0.239433941	1.312992709
Flavonifractor_plautii	139.3161162	-0.482007747
Enterocloster_clostridioformis	79.59995021	-0.125934962
Eisenbergiella_massiliensis	0.586082319	-1.566602665
Enterocloster_clostridioformis	41.50486578	0.086730988
Enterocloster_clostridioformis	10.83147045	-0.199321534
Clostridium_scindens	0.311875279	1.477875185
Clostridium_scindens	0.220217546	0.508753373
Escherichia_coli	0.238738253	1.00469303
Schaedlerella_arabinosiphila	23.77838269	0.919205336
Schaedlerella_arabinosiphila	16.0276295	0.426888123
Acutalibacter_muris	0.895631089	3.011346469
Escherichia_coli	0.622724456	2.4781796
Schaedlerella_arabinosiphila	1.541499584	0.095949948
Enterocloster_clostridioformis	25.3209714	-0.052919446
Escherichia_coli	1.402029132	2.94175616
Clostridium_scindens	0.170652032	1.021986466
Enterocloster_clostridioformis	0.360841621	-0.356801332
Dysosmobacter_welbionis	0.356419851	-2.565212234
Extibacter_muris	0.406554215	-1.446803425
Enterocloster_clostridioformis	10.4645011	-0.485257252
Dorea_sp52	1.869673426	-0.590897598
Enterocloster_clostridioformis	0.637590312	-0.842267568
Enterocloster_clostridioformis	29.38907952	7.967243109
Enterocloster_clostridioformis	6.491829463	-0.31632206
Anaerotruncus_spG3	3.459214691	-0.273982537
Dysosmobacter_welbionis	0.24932994	-2.078854106
Enterocloster_clostridioformis	4.448356996	-0.259652328
Enterocloster_clostridioformis	8.756477262	-0.933050499
Clostridium_spMD294	0.219541854	0.296695452
Escherichia_coli	0.460679759	2.112322907
Extibacter_muris	0.146228622	-1.637741214
Clostridium_spMD294	1.259082452	0.573835152
Enterocloster_clostridioformis	48.70334328	0.018900057
Enterocloster_clostridioformis	2.775223921	0.040260742
Dysosmobacter_welbionis	0.336824065	-0.492335732
Enterocloster_clostridioformis	12.28603811	-0.262033649
Enterocloster_clostridioformis	0.231680584	0.403061281
Clostridium_scindens	4.960037909	0.685265839
Lactococcus_lactis	0.504378659	-1.341448277
Clostridioides_difficile	2.834498821	1.400501045
Clostridium_spMD294	2.767465672	-0.464138301
Clostridioides_difficile	2.190704086	-0.684705692
Enterocloster_clostridioformis	8.703205292	0.076343867
Enterocloster_clostridioformis	12.34013945	0.297243426
Extibacter_muris	0.21579734	0.82234971
Dysosmobacter_welbionis	0.356415284	-2.512013161
Schaedlerella_arabinosiphila	42.12500202	0.622805287
Flavonifractor_plautii	0.399035238	0.08230406
Clostridium_scindens	3.470402459	0.434732098
Clostridioides_difficile	11.57825654	-0.104735138
Dorea_sp52	2.213972572	1.104967178
Eisenbergiella_porci	10.09677684	-1.949577667
Dysosmobacter_welbionis	0.245388	-1.935458667
Enterocloster_clostridioformis	0.615438884	-1.23389274
Flavonifractor_plautii	0.740124917	-0.912785221
Escherichia_coli	0.551649654	2.337485509
Escherichia_coli	0.410020213	1.646399551
Escherichia_coli	0.688335794	2.633778405
Dysosmobacter_welbionis	0.262629997	-2.145836195
Schaedlerella_arabinosiphila	1.911926375	1.309958975
Clostridium_scindens	1.089595203	-0.013961085
Enterocloster_clostridioformis	23.1632517	-0.021362516
Enterocloster_clostridioformis	73.57373326	-0.253477649
Enterocloster_clostridioformis	3.551921526	1.336986069
Blautia_wexlerae	0.540881907	0.610854809
Enterocloster_clostridioformis	4.349789662	0.32450165
Enterocloster_clostridioformis	2.677358255	-5.229980425
Clostridioides_difficile	5.740977005	-0.292209176
Enterocloster_clostridioformis	0.549206729	0.922723202
Clostridium_spMD294	4.82531793	0.180936021
Enterocloster_bolteae	3.320882201	0.559575958
Enterocloster_clostridioformis	0.515419046	-1.017610153
Blautia_pseudococcoides	29.22806433	-0.787138711
Enterocloster_clostridioformis	4.104553544	-0.270305043
Enterocloster_clostridioformis	1.643211593	-1.091238923
Enterocloster_clostridioformis	13.51680498	0.007783523
Schaedlerella_arabinosiphila	1.630518752	-0.587666135
Lactococcus_lactis	0.205789488	-1.36214038
Enterocloster_aldenensis	49.37779404	0.951519935
Dorea_sp52	0.399834378	-0.037342614
Schaedlerella_arabinosiphila	7.265132662	-0.109137456
Enterocloster_clostridioformis	21.33435442	-0.167914583
Acutalibacter_muris	1.123554421	0.628644252
Clostridium_spMD294	0.608762456	-1.242446747
Coprobacillus_cateniformis	1.111763005	-0.264826503
Enterocloster_clostridioformis	0.897708503	-0.798915176
Escherichia_coli	1.223267327	2.041982911
Schaedlerella_arabinosiphila	26.27508052	0.890111114
Enterocloster_clostridioformis	66.34679869	0.008571187
Enterocloster_clostridioformis	11.50233883	-0.183871711
Enterocloster_clostridioformis	34.02097805	-0.510720414
Enterocloster_clostridioformis	1.597833676	0.322407978
Blautia_pseudococcoides	48.39178999	-0.810907897
Extibacter_muris	0.423951986	-2.273926566
Anaerotruncus_spG3	8.936858657	0.233850741
Schaedlerella_arabinosiphila	21.55271093	0.437942038
Acutalibacter_muris	8.822363104	-0.454073237
Escherichia_coli	0.652300028	1.968634163
Acutalibacter_muris	340.1388633	6.072895903
Flavonifractor_plautii	20.87131224	-0.525191159
Enterocloster_clostridioformis	17.56230935	-0.333473939
Blautia_pseudococcoides	1.170139458	0.933644539
Enterocloster_clostridioformis	55.4468259	-0.247529668
Enterocloster_clostridioformis	7.893305926	-0.120403393
Clostridium_scindens	1.189750318	-1.134141761
Enterocloster_clostridioformis	59.58737472	-0.608811162
Enterocloster_clostridioformis	62.87752415	-0.465985183
Lactococcus_lactis	0.200461123	-1.592043071
Enterocloster_clostridioformis	4.238418772	-0.400994185
Enterocloster_clostridioformis	23.36282847	-0.377039063
Clostridium_scindens	1.346613289	1.363421207
Enterocloster_aldenensis	0.793888751	-0.575998532
Dorea_sp52	0.556988662	1.606119251
Enterocloster_clostridioformis	17.1012805	-0.219236989
Enterocloster_clostridioformis	1.531730603	0.426909868
Enterocloster_clostridioformis	1.740442109	-0.166556061
Blautia_pseudococcoides	7.440302642	-0.483732335
Coprobacillus_cateniformis	1.854947026	1.611788908
Lactococcus_lactis	0.517168145	-0.591763809
Acutalibacter_muris	0.438949262	1.478182315
Schaedlerella_arabinosiphila	41.61560875	0.638806593
Schaedlerella_arabinosiphila	6.655284775	0.145382164
Enterocloster_clostridioformis	4.90450817	-0.180145409
Enterocloster_clostridioformis	3.256137384	0.025505946
Enterocloster_clostridioformis	2.20294498	-0.889000394
Anaerotruncus_spG3	1.382535008	0.822589823
Anaerotruncus_spG3	0.649537907	0.731636451
Enterocloster_clostridioformis	10.16019561	-0.101167366
Enterocloster_clostridioformis	88.3283966	-0.297800988
Enterocloster_clostridioformis	3.837173515	-0.159286651
Enterocloster_clostridioformis	3.269416923	-0.552931238
Enterocloster_clostridioformis	20.34863014	-2.209901371
Dysosmobacter_welbionis	0.241137466	-1.85940309
Enterocloster_clostridioformis	36.16633097	-0.550747958
Schaedlerella_arabinosiphila	19.76843615	0.171828436
Blautia_pseudococcoides	0.771103796	1.074057074
Clostridium_scindens	0.67746531	1.445139206
Enterocloster_clostridioformis	10.101976	0.123545825
Acutalibacter_muris	218.736037	-0.821825316
Schaedlerella_arabinosiphila	1.100518302	0.441716239
Enterocloster_clostridioformis	5.986986328	-0.432797739
Enterocloster_clostridioformis	2.399803404	0.144271035
Schaedlerella_arabinosiphila	30.15830305	0.194592728
Flavonifractor_plautii	33.89877099	-0.612373944
Enterocloster_clostridioformis	24.18975702	-0.594784604
Enterocloster_clostridioformis	0.875673607	1.772800187
Enterocloster_clostridioformis	0.911440542	-0.409635555
Schaedlerella_arabinosiphila	4.278300294	-0.236287458
Enterocloster_clostridioformis	86.72705108	-0.301540257
Schaedlerella_arabinosiphila	0.638711997	-0.707775754
Anaerotruncus_spG3	0.567955109	0.205139281
Blautia_wexlerae	0.640040201	-0.338609894
Enterocloster_clostridioformis	2.424336242	0.195335727
Schaedlerella_arabinosiphila	2.059543657	2.814205847
Anaerotruncus_spG3	51.83507176	0.128983241
Anaerotruncus_spG3	5.993728107	0.731218448
Enterocloster_clostridioformis	2.391077579	-5.078234033
Escherichia_coli	1.533541378	3.349868427
Enterocloster_clostridioformis	1.721538944	-0.167205185
Enterocloster_clostridioformis	4.040462863	0.630814251
Enterocloster_clostridioformis	4.641105013	0.940384463
Enterocloster_bolteae	0.796976747	0.517454997
Clostridioides_difficile	9.867046874	-0.342909428
Flavonifractor_plautii	21.74584836	-0.577573503
Enterocloster_clostridioformis	31.90180614	0.207616586
Enterocloster_clostridioformis	38.79761783	-0.304819156
Dysosmobacter_welbionis	0.378359923	-2.573752233
Acutalibacter_muris	0.675348693	2.667754487
Flavonifractor_plautii	0.347907674	-0.481388987
Enterocloster_clostridioformis	52.81090177	-0.223694735
Enterocloster_clostridioformis	0.369129401	0.03538992
Schaedlerella_arabinosiphila	94.34247326	0.368324741
Dysosmobacter_welbionis	0.366283062	-2.552192098
Dysosmobacter_welbionis	0.397714234	-2.145823346
Enterocloster_clostridioformis	0.477601982	0.446735601
Flavonifractor_plautii	0.517659213	-1.388725416
Coprobacillus_cateniformis	256.1034852	1.638320047
Enterocloster_clostridioformis	16.32359856	0.10507228
Enterocloster_clostridioformis	5.574883762	0.269905048
Enterocloster_clostridioformis	33.75265303	-0.51440469
Dorea_sp52	0.175654866	-1.150622302
Enterocloster_clostridioformis	21.04626926	-0.545305975
Schaedlerella_arabinosiphila	1.194015554	0.463809451
Flavonifractor_plautii	30.40927725	-0.273084141
Schaedlerella_arabinosiphila	6.169325468	0.633548272
Clostridioides_difficile	7.995036684	1.648915202
Enterocloster_clostridioformis	3.201024587	-0.759493279
Clostridium_scindens	0.617989804	1.487083187
Flavonifractor_plautii	0.542314776	-0.359323446
Schaedlerella_arabinosiphila	1.569262522	0.715658254
Dysosmobacter_welbionis	0.307860479	-1.571673087
Enterocloster_clostridioformis	1.015797538	0.71820859
Anaerotruncus_spG3	1.363776054	-0.958962748
Blautia_pseudococcoides	32.34363035	-0.669149554
Acutalibacter_muris	82.97149543	5.392529455
Enterocloster_clostridioformis	1.467387053	-0.476626418
Enterocloster_bolteae	3.665150133	0.248920626
Enterocloster_clostridioformis	32.07546507	-0.311858365
Enterocloster_clostridioformis	3.211839462	-0.055262669
Schaedlerella_arabinosiphila	2.440084842	1.336070576
Dysosmobacter_welbionis	0.195401466	-1.866544523
Enterocloster_clostridioformis	0.972542085	-1.300845272
Anaerostipes_faecis	0.143936778	0.455103158
Clostridioides_difficile	0.529466007	1.357848556
Anaerotruncus_spG3	27.58052387	0.358045071
Enterocloster_clostridioformis	4.937707222	-0.280778348
Schaedlerella_arabinosiphila	2.829060141	-0.127025975
Enterocloster_clostridioformis	6.790668586	0.395716986
Blautia_pseudococcoides	0.657396017	0.071370809
Enterocloster_clostridioformis	13.68792706	-0.400805826
Enterocloster_clostridioformis	13.74801186	-0.210388874
Enterocloster_clostridioformis	4.280817681	-0.185357431
Schaedlerella_arabinosiphila	0.504510522	0.447092162
Blautia_pseudococcoides	5.000598261	-0.78098446
Enterocloster_clostridioformis	9.602004159	-0.434716372
Dysosmobacter_welbionis	3.264354837	-0.229519599
Schaedlerella_arabinosiphila	14.55724123	0.385533976
Dysosmobacter_welbionis	0.29670321	-2.349353818
Schaedlerella_arabinosiphila	0.309339605	1.662832459
Enterocloster_clostridioformis	29.52097198	-0.250514107
Coprobacillus_cateniformis	8.313874938	-0.065996252
Clostridioides_difficile	1.416039767	-0.145525272
Hungatella_hathewayi	1.280883689	2.334968957
Enterocloster_clostridioformis	1.360952045	-0.115104987
Dysosmobacter_welbionis	0.296098054	-1.498776758
Enterocloster_clostridioformis	0.411437862	1.028727016
Enterocloster_clostridioformis	8.737520373	-0.15247931
Enterocloster_clostridioformis	7.815167526	0.505594624
Enterocloster_clostridioformis	0.425085079	0.038986306
Blautia_pseudococcoides	3.47664652	-1.020984713
Anaerotruncus_spG3	0.824688507	-0.29348563
Enterocloster_clostridioformis	0.493247534	-0.519732946
Enterocloster_clostridioformis	5.896588803	-0.000482275
Hominisplanchenecus_murintestinalis	0.362604022	-1.291300565
Dysosmobacter_welbionis	0.284526711	-2.137175571
Enterocloster_aldenensis	48.56789162	1.172657348
Lactococcus_lactis	0.59654222	-1.212460456
Enterocloster_clostridioformis	0.610582042	-0.402846589
Enterocloster_clostridioformis	4.449286667	-0.485342045
Dysosmobacter_welbionis	0.296098054	-1.498776758
Dysosmobacter_welbionis	0.647283181	-3.275988129
Flavonifractor_plautii	54.68091139	-0.509742275
Lactococcus_lactis	0.529262643	-1.020376629
Flavonifractor_plautii	2.713471193	-0.184932135
Enterocloster_clostridioformis	1.815737244	0.825580234
Enterocloster_lavalensis	9.165722174	-0.1358685
Enterocloster_clostridioformis	17.16125237	0.057494838
Anaerotruncus_spG3	0.329801822	0.909644455
Eisenbergiella_porci	0.300291969	-1.281257972
Enterocloster_clostridioformis	4.176930201	0.588416095
Clostridioides_difficile	4.814472689	0.302835777
Enterocloster_clostridioformis	0.843227078	0.673221676
Extibacter_muris	0.18567136	-1.571771157
Clostridium_scindens	2.090588241	-1.313634648
Enterocloster_bolteae	2.217042865	2.138855688
Schaedlerella_arabinosiphila	131.1036143	0.588935876
Enterocloster_clostridioformis	35.79017172	-0.256945158
Enterocloster_clostridioformis	0.657074438	-0.013962709
Enterocloster_clostridioformis	4.41045441	0.4634759
Enterocloster_clostridioformis	39.00753173	-0.358435501
Enterocloster_clostridioformis	0.102154567	0.143006123
Blautia_pseudococcoides	39.86830722	-0.738346207
Dorea_sp52	209.92618	2.84828394
Enterocloster_clostridioformis	9.893514255	-0.550943232
Schaedlerella_arabinosiphila	4.836610188	0.016095934
Anaerotruncus_spG3	5.994347617	0.524000288
Enterocloster_clostridioformis	2.028603483	0.511755786
Enterocloster_clostridioformis	20.01848328	-0.532916686
Dysosmobacter_welbionis	0.257150425	-1.992873027
Clostridium_scindens	0.472462406	1.17456725
Clostridium_scindens	0.200300635	0.970055548
Enterocloster_clostridioformis	25.41434628	-0.336463005
Clostridium_scindens	14.70227333	-0.684710518
Dorea_sp52	1.594703189	1.019732365
Flavonifractor_plautii	72.34405924	-0.564795302
Blautia_pseudococcoides	0.209569813	-0.920579646
Schaedlerella_arabinosiphila	48.94990062	0.823672923
Enterocloster_clostridioformis	1.246835456	0.477343019
Enterocloster_clostridioformis	0.900120404	-0.32666315
Flavonifractor_plautii	3.631376643	-0.14172257
Enterocloster_clostridioformis	16.22906396	-0.437326588
Dysosmobacter_welbionis	0.276919077	0.77074124
Dysosmobacter_welbionis	0.336156357	-2.447381396
Enterocloster_clostridioformis	0.967144989	0.280241742
Enterocloster_clostridioformis	41.07281551	-0.578832228
Dysosmobacter_welbionis	0.29579445	-2.296143568
Schaedlerella_arabinosiphila	1.772608237	-0.522908045
Dysosmobacter_welbionis	0.206754384	-1.591959845
Hungatella_hathewayi	0.460584494	1.226569701
Enterocloster_clostridioformis	0.414956698	-1.460334933
Schaedlerella_arabinosiphila	1.293283606	-0.579261962
Schaedlerella_arabinosiphila	3.404696865	-0.296178388
Enterocloster_clostridioformis	34.11272015	-0.42951569
Dysosmobacter_welbionis	0.123922401	-1.495157554
Schaedlerella_arabinosiphila	1.187142691	0.399658808
Clostridium_scindens	0.06813945	0.413570873
Dorea_sp52	5.579219353	0.003911372
Schaedlerella_arabinosiphila	0.546330931	0.802649097
Enterocloster_clostridioformis	0.790967505	1.113585359
Enterocloster_clostridioformis	0.221850487	0.152592251
Enterocloster_clostridioformis	2.783667568	-0.138663944
Escherichia_coli	1.998291228	3.062850487
Enterocloster_aldenensis	0.093306559	0.610503863
Blautia_pseudococcoides	6.108730701	-0.461068718
Enterocloster_clostridioformis	11.66315799	0.02243053
Lactococcus_lactis	0.176421021	-0.526059537
Schaedlerella_arabinosiphila	0.16212406	0.632248951
Enterocloster_clostridioformis	1.72171895	0.171871053
Enterocloster_clostridioformis	0.255103204	0.614677479
Enterocloster_clostridioformis	7.587754864	-0.75468104
Acutalibacter_muris	35.830428	1.013934771
Enterocloster_clostridioformis	0.787038792	0.868956883
Clostridium_spMD294	8.459316607	0.12890004
Blautia_pseudococcoides	7.522215584	-0.294857957
Enterocloster_clostridioformis	3.566245551	-0.44980269
Dysosmobacter_welbionis	0.239105147	-2.049430918
Enterocloster_clostridioformis	0.098592673	0.114099303
Enterocloster_clostridioformis	1.276395886	0.741396602
Schaedlerella_arabinosiphila	3.852199893	0.023802672
Enterocloster_clostridioformis	6.949900599	0.139182349
Enterocloster_clostridioformis	29.51964175	-0.868337553
Enterocloster_clostridioformis	0.674871811	-0.657424711
Dysosmobacter_welbionis	0.231120972	-1.411700491
Enterocloster_clostridioformis	26.44142369	-0.40414523
Enterocloster_clostridioformis	20.54518977	-0.301458605
Enterocloster_aldenensis	156.9308978	0.90832956
Clostridium_scindens	0.076286452	0.455723496
Enterocloster_clostridioformis	2.175142768	-0.602708435
Clostridium_scindens	5.617878699	1.126426932
Acutalibacter_muris	2.383725422	4.23907018
Enterocloster_clostridioformis	3.144477628	-0.318188066
Enterocloster_clostridioformis	0.720807097	-1.134428488
Dysosmobacter_welbionis	0.284936218	-2.249130519
Enterocloster_clostridioformis	1.294535706	3.111657813
Enterocloster_clostridioformis	13.12757259	0.284473431
Escherichia_coli	0.27103548	1.15678646
Clostridium_scindens	0.206115075	1.131436173
Enterocloster_aldenensis	31.18166827	0.798605114
Guopingia_tenuis	0.146228622	-1.637741214
Anaerotruncus_spG3	75.54050506	0.293136193
Lactococcus_lactis	0.15494012	0.73449382
Dysosmobacter_welbionis	0.279467054	-2.226667376
Guopingia_tenuis	0.180611703	-1.801048069
Escherichia_coli	1.417355527	2.721480191
Dysosmobacter_welbionis	0.230598237	-1.870841535
Blautia_pseudococcoides	59.48620257	-0.642403483
Coprobacillus_cateniformis	19.62359216	0.706751767
Enterocloster_clostridioformis	16.30251834	-0.780225509
Dysosmobacter_welbionis	0.168849278	-1.750517992
Anaerostipes_faecis	0.478972448	-0.470210662
Dysosmobacter_welbionis	0.343976842	-2.459034472
Lactococcus_lactis	0.127388373	0.365095195
Clostridium_scindens	12.68819213	0.760534394
Flavonifractor_plautii	26.79860688	-0.626210521
Flavonifractor_plautii	0.90748005	1.544386183
Schaedlerella_arabinosiphila	3.930326374	-0.852414146
Dysosmobacter_welbionis	0.146228622	-1.637741214
Dorea_sp52	0.15021105	0.693960102
Schaedlerella_arabinosiphila	26.63859639	0.333751845
Enterocloster_clostridioformis	0.241137466	-1.85940309
Anaerotruncus_spG3	0.324712035	0.130557585
Clostridioides_difficile	9.173034609	-0.490243912
Enterocloster_clostridioformis	15.3994097	-0.688110029
Clostridium_scindens	4.555816668	1.192528573
Enterocloster_clostridioformis	0.72430026	0.527599515
Enterocloster_aldenensis	30.8063396	0.995100439
Clostridium_scindens	0.206115075	1.131436173
Enterocloster_clostridioformis	1.70037349	-0.766003269
Enterocloster_clostridioformis	5.663439484	0.208099393
Enterocloster_clostridioformis	0.813366748	-0.296357183
Enterococcus_avium	0.153772944	0.725159942
Escherichia_coli	0.396613725	1.519381565
Anaerotruncus_spG3	31.09880589	0.225909759
Dysosmobacter_welbionis	0.787683177	-3.33417368
Enterocloster_aldenensis	54.33671758	0.833599563
Clostridium_spMD294	0.332040052	0.73238443
Clostridium_spMD294	0.349356784	-0.880284153
Clostridioides_difficile	3.295137879	0.125111918
Enterocloster_clostridioformis	6.810337536	-0.07717751
Schaedlerella_arabinosiphila	1.508304698	0.577226513
Schaedlerella_arabinosiphila	11.99198306	0.517464487
Dysosmobacter_welbionis	0.22553858	-2.020975151
Coprobacillus_cateniformis	21.27705637	0.422991515
Enterocloster_clostridioformis	6.02138064	-0.175101385
Eisenbergiella_massiliensis	1.40579344	-4.281213925
Clostridioides_difficile	0.479529568	0.657732789
Flavonifractor_plautii	18.01953393	-0.559552088
Anaerotruncus_spG3	45.98031241	0.242826597
Schaedlerella_arabinosiphila	20.84350724	0.454430483
Enterocloster_clostridioformis	13.8629559	-2.240000431
Dysosmobacter_welbionis	49.6424198	0.209314147
Enterocloster_clostridioformis	25.74023784	-0.379958093
Schaedlerella_arabinosiphila	122.0115532	1.292901706
Schaedlerella_arabinosiphila	3.797919585	0.348936167
Enterocloster_aldenensis	48.37765147	1.14946674
Enterocloster_clostridioformis	26.40520716	-0.438614732
Dorea_sp52	85.92284385	0.218413672
Enterocloster_clostridioformis	1.500521395	-1.365728469
Flavonifractor_plautii	11.44755472	-0.742281073
Enterocloster_clostridioformis	14.8903441	-0.518487012
Extibacter_muris	0.447071897	-2.33645464
Enterocloster_aldenensis	20.60574704	0.866729555
Enterocloster_clostridioformis	3.648808734	0.548179613
Anaerotruncus_spG3	4.198416001	0.220236924
Enterocloster_clostridioformis	3.04122029	-0.291018245
Schaedlerella_arabinosiphila	23.45244063	0.245568949
Flavonifractor_plautii	24.81927056	-0.368690855
Enterocloster_clostridioformis	17.81589584	-1.270527007
Enterocloster_clostridioformis	11.88114777	0.225552197
Enterocloster_bolteae	1.791684036	-1.884234623
Anaerotruncus_spG3	26.7869549	0.190370857
Enterocloster_lavalensis	149.0969461	-0.121689695
Dorea_sp52	10.20452484	1.149852588
Clostridium_scindens	0.312504763	-0.510142608
Flavonifractor_plautii	150.1826348	-0.583453598
Enterocloster_clostridioformis	0.425853309	0.196105914
Flavonifractor_plautii	6.564174931	-0.373345267
Enterocloster_clostridioformis	2.372314291	-0.33022486
Coprobacillus_cateniformis	11.81439981	0.255508215
Enterocloster_clostridioformis	12.04924745	-0.578891225
Enterocloster_clostridioformis	5.933939926	0.133461838
Enterocloster_clostridioformis	5.249416795	-0.529888303
Enterocloster_clostridioformis	69.46782456	-0.399588083
Enterocloster_clostridioformis	9.789842285	0.169411367
Enterocloster_clostridioformis	27.98572196	-0.42799142
Enterocloster_clostridioformis	45.87604601	-0.353269714
Schaedlerella_arabinosiphila	6.712554472	0.230900624
Blautia_pseudococcoides	0.443787011	0.945576565
Enterocloster_clostridioformis	9.401853862	0.400897064
Clostridium_scindens	0.187079431	1.148313704
Anaerotruncus_spG3	0.946091408	1.466465657
Enterocloster_clostridioformis	1.169968942	-0.073638364
Acutalibacter_muris	89.36853158	5.988479663
Blautia_pseudococcoides	20.59678589	0.007853697
Enterocloster_clostridioformis	6.242951114	-0.539210026
Enterocloster_lavalensis	0.282547631	0.439878585
Clostridioides_difficile	1.570858929	-1.560541746
Enterocloster_clostridioformis	5.150709022	-0.207776472
Enterocloster_clostridioformis	0.875821588	1.166553432
Enterocloster_clostridioformis	2.034852058	-0.139366368
Enterocloster_aldenensis	1.331002201	0.966603306
Schaedlerella_arabinosiphila	4.951922044	-0.137023183
Enterocloster_clostridioformis	6.289370434	-2.427348824
Enterocloster_clostridioformis	0.50862479	-0.383754523
Enterocloster_clostridioformis	3.314730921	0.478647947
Schaedlerella_arabinosiphila	19.55243524	0.494312294
Eisenbergiella_massiliensis	24.77742641	-1.871418461
Enterocloster_clostridioformis	165.9795342	1.005750084
Enterocloster_aldenensis	250.1910323	1.02120786
Enterocloster_clostridioformis	25.48859612	-0.124803125
Clostridioides_difficile	0.558881985	0.815619557
Clostridium_scindens	17.37842449	0.699824803
Clostridium_spMD294	7.339369526	-0.506751929
Enterocloster_clostridioformis	5.602207799	-0.39431387
Flavonifractor_plautii	8.414333497	-0.379752546
Hungatella_hathewayi	17.83160585	0.948702547
Enterocloster_clostridioformis	17.04575776	0.304029966
Extibacter_muris	1.830322135	1.156089737
Enterocloster_clostridioformis	14.06191942	-0.012879334
Enterocloster_clostridioformis	2.287119457	-0.289974706
Anaerotruncus_spG3	0.188158101	0.155564442
Anaerotruncus_spG3	1.296195579	3.478877444
Schaedlerella_arabinosiphila	1.665104462	-0.113929817
Dysosmobacter_welbionis	0.307860479	-1.571673087
Schaedlerella_arabinosiphila	40.63075533	0.642934663
Enterocloster_clostridioformis	0.273870745	0.815348668
Enterocloster_clostridioformis	47.59865803	-0.263689888
Enterocloster_clostridioformis	7.227890609	0.255294811
Enterocloster_clostridioformis	5.612046247	0.229836876
Enterocloster_clostridioformis	0.80253326	-0.000107669
Enterocloster_aldenensis	15.57630967	1.132177632
Dorea_sp52	123.5371818	0.174734978
Enterocloster_clostridioformis	4.244921288	0.260917709
Enterocloster_clostridioformis	0.205374868	1.299852849
Enterocloster_clostridioformis	30.61588835	-0.157705187
Enterocloster_clostridioformis	3.370905845	0.100345668
Enterocloster_clostridioformis	48.77030537	-0.631916117
Dorea_sp52	1.374043241	-0.001052882
Enterocloster_clostridioformis	2.185441417	-0.292758862
Dorea_sp52	9.533131457	0.522444895
Enterocloster_clostridioformis	3.434087771	0.023565092
Enterocloster_clostridioformis	41.08386325	-0.280713286
Clostridium_scindens	6.106556188	0.70127344
Enterocloster_clostridioformis	13.15142542	-0.536783017
Flavonifractor_plautii	5.057312981	-0.858178816
Schaedlerella_arabinosiphila	0.418502919	0.541163671
Enterocloster_clostridioformis	0.719052141	-1.816442364
Enterocloster_clostridioformis	1.576698013	-0.853146712
Clostridium_scindens	0.385339891	0.117378016
Enterocloster_clostridioformis	1.646152136	-0.000887547
Blautia_wexlerae	0.473325588	-0.38752133
Enterocloster_clostridioformis	95.83017445	-0.348486537
Coprobacillus_cateniformis	0.631580418	-1.59353249
Enterocloster_clostridioformis	11.77295276	0.006298344
Flavonifractor_plautii	65.24653241	-0.442951055
Enterocloster_clostridioformis	24.5689277	-0.67626269
Enterocloster_clostridioformis	1.323412771	-0.53070353
Enterocloster_clostridioformis	33.61369784	-0.251892846
Enterocloster_clostridioformis	2.556341953	1.021666309
Clostridium_spMD294	0.488375274	1.270913621
Enterocloster_clostridioformis	0.271494319	0.53543404
Schaedlerella_arabinosiphila	27.7468191	0.692337013
Enterocloster_clostridioformis	2.183409751	-4.594987287
Eisenbergiella_massiliensis	60.22612243	-1.922687
Schaedlerella_arabinosiphila	0.948982241	0.621803108
Eisenbergiella_massiliensis	1.183878508	-1.341052455
